事件类型,事件时间,坐标,鼠标点击类型,鼠标点击按键,鼠标移动类型,键盘点击类型,键盘点击键,组件名,组件类型,组件附加信息
4,1679301251513,"(483,653)",,,1,,,MainWindow.centralwidget.tabWidget,14,Tab 1
4,1679301251598,"(530,649)",,,2,,,MainWindow.centralwidget.tabWidget,14,Tab 1
3,1679301251720,"(530,649)",1,1,,,,MainWindow.centralwidget.tabWidget,14,Tab 1
4,1679301251784,"(530,650)",,,1,,,MainWindow.centralwidget.tabWidget,14,Tab 1
4,1679301251898,"(517,685)",,,2,,,MainWindow.centralwidget.tabWidget,14,Tab 1
3,1679301251976,"(517,685)",1,1,,,,MainWindow.centralwidget.tabWidget,14,Tab 1
4,1679301252025,"(517,686)",,,1,,,MainWindow.centralwidget.tabWidget,14,Tab 1
4,1679301252119,"(496,704)",,,2,,,MainWindow.centralwidget.tabWidget,14,Tab 1
3,1679301252216,"(496,704)",1,1,,,,MainWindow.centralwidget.tabWidget,14,Tab 1
4,1679301252376,"(497,704)",,,1,,,MainWindow.centralwidget.tabWidget,14,Tab 1
4,1679301253432,"(195,170)",,,2,,,MainWindow.menubar,-1,
3,1679301253536,"(195,170)",1,1,,,,MainWindow.menubar,-1,
4,1679301253664,"(196,170)",,,1,,,MainWindow.menubar,-1,
4,1679301253785,"(249,164)",,,2,,,MainWindow.menubar,-1,
3,1679301253936,"(249,164)",1,1,,,,MainWindow.menubar,-1,
4,1679301254105,"(249,165)",,,1,,,MainWindow.menubar,-1,
4,1679301254264,"(246,165)",,,2,,,MainWindow.menubar,-1,
3,1679301254400,"(246,165)",1,1,,,,MainWindow.menubar,-1,
4,1679301254473,"(246,166)",,,1,,,MainWindow.menubar,-1,
4,1679301255041,"(253,197)",,,2,,,MainWindow.menubar.menu_2.action_2,13,帮助
3,1679301255223,"(253,197)",1,1,,,,MainWindow.menubar.menu_2.action_2,13,帮助
4,1679301255245,"(253,197)",,,1,,,MainWindow.toolBar,-1,
4,1679301255246,"(253,197)",,,2,,,MainWindow.toolBar,-1,
4,1679301255889,"(254,197)",,,1,,,MainWindow.toolBar,-1,
2,1679301256906
