事件类型,事件时间,坐标,鼠标点击类型,鼠标点击按键,鼠标移动类型,键盘点击类型,键盘点击键,组件名,组件类型,组件附加信息
3,1679223406695,"(955,419)",1,1,,,,MainWindow.centralwidget.lineEdit,3,lineEdit
4,1679223406807,"(957,419)",,,1,,,MainWindow.centralwidget.lineEdit,3,lineEdit
4,1679223407023,"(1150,395)",,,2,,
3,1679223407134,"(1150,395)",1,1,,,
4,1679223407247,"(1149,395)",,,1,,
4,1679223407439,"(1109,389)",,,2,,
3,1679223407551,"(1109,389)",1,1,,,
4,1679223407712,"(1111,389)",,,1,,
4,1679223408249,"(1193,370)",,,2,,,MainWindow.centralwidget.verticalScrollBar,5,0
4,1679223408391,"(1193,371)",,,1,,,MainWindow.centralwidget.verticalScrollBar,5,10
3,1679223409408,"(1191,354)",1,1,,,,MainWindow.centralwidget.verticalScrollBar,5,27
4,1679223409922,"(978,488)",,,2,,,MainWindow.centralwidget.horizontalScrollBar,5,0
4,1679223410033,"(977,488)",,,1,,,MainWindow.centralwidget.horizontalScrollBar,5,10
3,1679223410336,"(951,488)",1,1,,,,MainWindow.centralwidget.horizontalScrollBar,5,10
4,1679223410471,"(950,480)",,,2,,,MainWindow.centralwidget.horizontalScrollBar,5,10
4,1679223410640,"(951,480)",,,1,,,MainWindow.centralwidget.horizontalScrollBar,5,10
3,1679223411008,"(995,480)",1,1,,,,MainWindow.centralwidget.horizontalScrollBar,5,52
4,1679223411359,"(856,480)",,,2,,,MainWindow.centralwidget.dial,5,0
4,1679223411607,"(856,479)",,,1,,,MainWindow.centralwidget.dial,5,12
3,1679223411944,"(869,460)",1,1,,,,MainWindow.centralwidget.dial,5,56
4,1679223412546,"(1256,390)",,,2,,
3,1679223412671,"(1256,390)",1,1,,,
3,1679223412792,"(1256,390)",2,1,,,
3,1679223412863,"(1256,390)",1,1,,,
4,1679223412984,"(1256,389)",,,1,,
4,1679223413336,"(1379,362)",,,2,,,MainWindow.centralwidget.horizontalSlider,5,0
3,1679223413439,"(1379,362)",1,1,,,,MainWindow.centralwidget.horizontalSlider,5,10
4,1679223413511,"(1378,362)",,,1,,,MainWindow.centralwidget.horizontalSlider,5,10
4,1679223413879,"(1327,362)",,,2,,,MainWindow.centralwidget.horizontalSlider,5,10
4,1679223414023,"(1328,362)",,,1,,,MainWindow.centralwidget.horizontalSlider,5,10
3,1679223414279,"(1365,365)",1,1,,,,MainWindow.centralwidget.horizontalSlider,5,36
4,1679223414425,"(1416,419)",,,2,,,MainWindow.centralwidget.spinBox.qt_spinbox_lineedit,3,第0天
3,1679223414663,"(1416,419)",1,1,,,,MainWindow.centralwidget.spinBox.qt_spinbox_lineedit,3,第0天
4,1679223414719,"(1418,419)",,,1,,,MainWindow.centralwidget.spinBox.qt_spinbox_lineedit,3,第0天
4,1679223415040,"(1446,415)",,,2,,,MainWindow.centralwidget.spinBox,4,第0天
3,1679223415215,"(1446,415)",1,1,,,,MainWindow.centralwidget.spinBox,4,第1天
4,1679223415375,"(1447,415)",,,1,,,MainWindow.centralwidget.spinBox,4,第1天
4,1679223415376,"(1447,415)",,,2,,,MainWindow.centralwidget.spinBox,4,第1天
3,1679223415506,"(1447,415)",2,1,,,,MainWindow.centralwidget.spinBox,4,第1天
3,1679223415567,"(1447,415)",1,1,,,,MainWindow.centralwidget.spinBox,4,第2天
4,1679223415703,"(1448,415)",,,1,,,MainWindow.centralwidget.spinBox,4,第2天
4,1679223416423,"(1480,494)",,,2,,,MainWindow.centralwidget.verticalSlider,5,0
4,1679223416503,"(1480,493)",,,1,,,MainWindow.centralwidget.verticalSlider,5,0
3,1679223416974,"(1482,425)",1,1,,,,MainWindow.centralwidget.verticalSlider,5,47
4,1679223417416,"(1579,417)",,,2,,,MainWindow.centralwidget.doubleSpinBox.qt_spinbox_lineedit,3,第0.00秒
3,1679223417567,"(1579,417)",1,1,,,,MainWindow.centralwidget.doubleSpinBox.qt_spinbox_lineedit,3,第0.00秒
4,1679223417783,"(1581,417)",,,1,,,MainWindow.centralwidget.doubleSpinBox.qt_spinbox_lineedit,3,第0.00秒
4,1679223418135,"(1604,413)",,,2,,,MainWindow.centralwidget.doubleSpinBox,4,第0.00秒
3,1679223418278,"(1604,413)",1,1,,,,MainWindow.centralwidget.doubleSpinBox,4,第1.00秒
4,1679223418359,"(1603,413)",,,1,,,MainWindow.centralwidget.doubleSpinBox,4,第1.00秒
4,1679223418602,"(1566,420)",,,2,,,MainWindow.centralwidget.doubleSpinBox.qt_spinbox_lineedit,3,第1.00秒
3,1679223418759,"(1566,420)",1,1,,,,MainWindow.centralwidget.doubleSpinBox.qt_spinbox_lineedit,3,第1.00秒
4,1679223418863,"(1568,420)",,,1,,,MainWindow.centralwidget.doubleSpinBox.qt_spinbox_lineedit,3,第1.00秒
4,1679223419235,"(1598,409)",,,2,,,MainWindow.centralwidget.doubleSpinBox,4,第1.00秒
3,1679223419382,"(1598,409)",1,1,,,,MainWindow.centralwidget.doubleSpinBox,4,第2.00秒
4,1679223419523,"(1599,409)",,,1,,,MainWindow.centralwidget.doubleSpinBox,4,第2.00秒
4,1679223419819,"(1775,422)",,,2,,,MainWindow.centralwidget.dateTimeEdit.qt_spinbox_lineedit,3,2000/1/1 上午12:00
3,1679223419974,"(1775,422)",1,1,,,,MainWindow.centralwidget.dateTimeEdit.qt_spinbox_lineedit,3,2000/1/1 上午12:00
4,1679223420072,"(1776,422)",,,1,,,MainWindow.centralwidget.dateTimeEdit.qt_spinbox_lineedit,3,2000/1/1 上午12:00
4,1679223420713,"(1809,412)",,,2,,,MainWindow.centralwidget.dateTimeEdit,4,2000/1/1 上午12:00
3,1679223420831,"(1809,412)",1,1,,,,MainWindow.centralwidget.dateTimeEdit,4,2000/1/1 上午12:01
3,1679223421079,"(1809,412)",2,1,,,,MainWindow.centralwidget.dateTimeEdit,4,2000/1/1 上午12:01
3,1679223421142,"(1809,412)",1,1,,,,MainWindow.centralwidget.dateTimeEdit,4,2000/1/1 上午12:02
4,1679223421353,"(1809,413)",,,1,,,MainWindow.centralwidget.dateTimeEdit,4,2000/1/1 上午12:02
4,1679223421523,"(1778,459)",,,2,,
3,1679223421606,"(1778,459)",1,1,,,
4,1679223421728,"(1776,460)",,,1,,
4,1679223422899,"(926,587)",,,2,,,MainWindow.centralwidget.calendarWidget.qt_calendar_calendarview.qt_scrollarea_viewport,6,周日 3月 19 2023
3,1679223423102,"(926,587)",1,1,,,,MainWindow.centralwidget.calendarWidget.qt_calendar_calendarview.qt_scrollarea_viewport,6,周日 3月 19 2023
4,1679223423277,"(926,588)",,,1,,,MainWindow.centralwidget.calendarWidget.qt_calendar_calendarview.qt_scrollarea_viewport,6,周一 2月 27 2023
4,1679223423704,"(941,746)",,,2,,,MainWindow.centralwidget.columnView.qt_scrollarea_viewport.<class_name=QListView>.qt_scrollarea_viewport,9,list2
3,1679223423854,"(941,746)",1,1,,,,MainWindow.centralwidget.columnView.qt_scrollarea_viewport.<class_name=QListView>.qt_scrollarea_viewport,9,list2
4,1679223424055,"(942,746)",,,1,,,MainWindow.centralwidget.columnView.qt_scrollarea_viewport.<class_name=QListView>.qt_scrollarea_viewport,9,list2
4,1679223424240,"(1056,779)",,,2,,,MainWindow.centralwidget.columnView.qt_scrollarea_viewport.<class_name=QListView>.qt_scrollarea_viewport,9,
3,1679223424382,"(1056,779)",1,1,,,,MainWindow.centralwidget.columnView.qt_scrollarea_viewport.<class_name=QListView>.qt_scrollarea_viewport,9,
4,1679223424663,"(1056,779)",,,1,,,MainWindow.centralwidget.columnView.qt_scrollarea_viewport.<class_name=QListView>.qt_scrollarea_viewport,9,
4,1679223425432,"(1141,788)",,,2,,,MainWindow.centralwidget.columnView.qt_scrollarea_viewport.<class_name=QListView>.qt_scrollarea_vcontainer.<class_name=QScrollBar>,5,0
4,1679223425712,"(1141,789)",,,1,,,MainWindow.centralwidget.columnView.qt_scrollarea_viewport.<class_name=QListView>.qt_scrollarea_vcontainer.<class_name=QScrollBar>,5,0
3,1679223426008,"(1145,839)",1,1,,,,MainWindow.centralwidget.columnView.qt_scrollarea_viewport.<class_name=QListView>.qt_scrollarea_vcontainer.<class_name=QScrollBar>,5,0
4,1679223426359,"(1049,777)",,,2,,,MainWindow.centralwidget.columnView.qt_scrollarea_viewport.<class_name=QListView>.qt_scrollarea_viewport,9,
3,1679223426462,"(1049,777)",1,1,,,,MainWindow.centralwidget.columnView.qt_scrollarea_viewport.<class_name=QListView>.qt_scrollarea_viewport,9,
4,1679223426623,"(1048,777)",,,1,,,MainWindow.centralwidget.columnView.qt_scrollarea_viewport.<class_name=QListView>.qt_scrollarea_viewport,9,
4,1679223426720,"(968,762)",,,2,,,MainWindow.centralwidget.columnView.qt_scrollarea_viewport.<class_name=QListView>.qt_scrollarea_viewport,9,list3
3,1679223426831,"(968,762)",1,1,,,,MainWindow.centralwidget.columnView.qt_scrollarea_viewport.<class_name=QListView>.qt_scrollarea_viewport,9,list3
4,1679223427047,"(968,761)",,,1,,,MainWindow.centralwidget.columnView.qt_scrollarea_viewport.<class_name=QListView>.qt_scrollarea_viewport,9,list3
4,1679223427119,"(958,748)",,,2,,,MainWindow.centralwidget.columnView.qt_scrollarea_viewport.<class_name=QListView>.qt_scrollarea_viewport,9,list2
3,1679223427214,"(958,748)",1,1,,,,MainWindow.centralwidget.columnView.qt_scrollarea_viewport.<class_name=QListView>.qt_scrollarea_viewport,9,list2
4,1679223427311,"(958,746)",,,1,,,MainWindow.centralwidget.columnView.qt_scrollarea_viewport.<class_name=QListView>.qt_scrollarea_viewport,9,list2
4,1679223427616,"(1138,641)",,,2,,
3,1679223427727,"(1138,641)",1,1,,,
4,1679223428039,"(1140,641)",,,1,,
4,1679223428296,"(1392,572)",,,2,,,MainWindow.centralwidget.listView.qt_scrollarea_viewport,9,
3,1679223428422,"(1392,572)",1,1,,,,MainWindow.centralwidget.listView.qt_scrollarea_viewport,9,
4,1679223428639,"(1392,571)",,,1,,,MainWindow.centralwidget.listView.qt_scrollarea_viewport,9,
4,1679223428807,"(1339,533)",,,2,,,MainWindow.centralwidget.listView.qt_scrollarea_viewport,9,
3,1679223428926,"(1339,533)",1,1,,,,MainWindow.centralwidget.listView.qt_scrollarea_viewport,9,
3,1679223429135,"(1339,533)",2,1,,,,MainWindow.centralwidget.listView.qt_scrollarea_viewport,9,
3,1679223429222,"(1339,533)",1,1,,,,MainWindow.centralwidget.listView.qt_scrollarea_viewport,9,
4,1679223429327,"(1341,538)",,,1,,,MainWindow.centralwidget.listView.qt_scrollarea_viewport,9,
4,1679223430135,"(1631,576)",,,2,,,MainWindow.centralwidget.listWidget.qt_scrollarea_viewport,9,
3,1679223430248,"(1631,576)",1,1,,,,MainWindow.centralwidget.listWidget.qt_scrollarea_viewport,9,
4,1679223430423,"(1631,575)",,,1,,,MainWindow.centralwidget.listWidget.qt_scrollarea_viewport,9,
4,1679223430512,"(1598,554)",,,2,,,MainWindow.centralwidget.listWidget.qt_scrollarea_viewport,9,属性3
3,1679223430622,"(1598,554)",1,1,,,,MainWindow.centralwidget.listWidget.qt_scrollarea_viewport,9,属性3
4,1679223430822,"(1598,553)",,,1,,,MainWindow.centralwidget.listWidget.qt_scrollarea_viewport,9,属性3
4,1679223430929,"(1582,533)",,,2,,,MainWindow.centralwidget.listWidget.qt_scrollarea_viewport,9,属性2
3,1679223431038,"(1582,533)",1,1,,,,MainWindow.centralwidget.listWidget.qt_scrollarea_viewport,9,属性2
4,1679223431159,"(1581,533)",,,1,,,MainWindow.centralwidget.listWidget.qt_scrollarea_viewport,9,属性2
4,1679223431292,"(1571,512)",,,2,,,MainWindow.centralwidget.listWidget.qt_scrollarea_viewport,9,属性1
3,1679223431398,"(1571,512)",1,1,,,,MainWindow.centralwidget.listWidget.qt_scrollarea_viewport,9,属性1
4,1679223431511,"(1571,513)",,,1,,,MainWindow.centralwidget.listWidget.qt_scrollarea_viewport,9,属性1
4,1679223431615,"(1582,589)",,,2,,,MainWindow.centralwidget.listWidget.qt_scrollarea_viewport,9,
3,1679223431734,"(1582,589)",1,1,,,,MainWindow.centralwidget.listWidget.qt_scrollarea_viewport,9,
4,1679223431798,"(1582,591)",,,1,,,MainWindow.centralwidget.listWidget.qt_scrollarea_viewport,9,
4,1679223432531,"(1612,725)",,,2,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,属性1 
3,1679223432670,"(1612,725)",1,1,,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,属性1 
4,1679223432807,"(1612,727)",,,1,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,属性1 
4,1679223432920,"(1612,758)",,,2,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,属性2
3,1679223433086,"(1612,758)",1,1,,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,属性2
4,1679223433295,"(1611,758)",,,1,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,属性2
4,1679223433634,"(1550,735)",,,2,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,属性1 
3,1679223433783,"(1550,735)",1,1,,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,属性1 
4,1679223433983,"(1554,736)",,,1,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,属性1 
4,1679223434559,"(1599,754)",,,2,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,1.1
3,1679223434661,"(1599,754)",1,1,,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,1.1
4,1679223434998,"(1599,754)",,,1,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,1.1
4,1679223435296,"(1602,770)",,,2,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,1.2
3,1679223435502,"(1602,770)",1,1,,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,1.2
4,1679223435854,"(1602,770)",,,1,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,1.2
4,1679223436583,"(1575,769)",,,2,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,1.2
3,1679223436774,"(1575,769)",1,1,,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,1.2
4,1679223436983,"(1576,769)",,,1,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,1.2
4,1679223437404,"(1591,784)",,,2,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,1.2.1
3,1679223437606,"(1591,784)",1,1,,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,1.2.1
4,1679223437903,"(1591,784)",,,1,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,1.2.1
4,1679223438535,"(1373,825)",,,2,,,MainWindow.centralwidget.treeView.qt_scrollarea_viewport,10,
3,1679223438670,"(1373,825)",1,1,,,,MainWindow.centralwidget.treeView.qt_scrollarea_viewport,10,
4,1679223438807,"(1373,824)",,,1,,,MainWindow.centralwidget.treeView.qt_scrollarea_viewport,10,
4,1679223438942,"(1352,637)",,,2,,,MainWindow.centralwidget.listView.qt_scrollarea_viewport,9,
3,1679223439078,"(1352,637)",1,1,,,,MainWindow.centralwidget.listView.qt_scrollarea_viewport,9,
4,1679223439375,"(1353,637)",,,1,,,MainWindow.centralwidget.listView.qt_scrollarea_viewport,9,
2,1679223443096
