事件类型,事件时间,坐标,鼠标点击类型,鼠标点击按键,鼠标移动类型,键盘点击类型,键盘点击键,组件名,组件类型,组件附加信息
1,1679224077799
4,1679224077901,"(783,793)",,,1,,
4,1679224078528,"(668,525)",,,2,,,MainWindow.centralwidget.listView.qt_scrollarea_viewport,9,
3,1679224078621,"(668,525)",1,1,,,,MainWindow.centralwidget.listView.qt_scrollarea_viewport,9,
4,1679224078757,"(668,524)",,,1,,,MainWindow.centralwidget.listView.qt_scrollarea_viewport,9,
4,1679224079135,"(791,103)",,,2,,
4,1679224079742,"(1136,124)",,,1,,
4,1679224079916,"(919,306)",,,2,,,MainWindow.centralwidget.verticalScrollBar,5,0
3,1679224080045,"(919,306)",1,1,,,,MainWindow.centralwidget.verticalScrollBar,5,10
4,1679224080093,"(919,307)",,,1,,,MainWindow.centralwidget.verticalScrollBar,5,10
4,1679224080218,"(836,333)",,,2,,
3,1679224080325,"(836,333)",1,1,,,
4,1679224080406,"(837,333)",,,1,,
4,1679224080623,"(850,327)",,,2,,
5,1679224080974,"(850,327)",,,,1,A
5,1679224081102,"(850,327)",,,,1,D
5,1679224081231,"(850,327)",,,,1,Space
5,1679224082291,"(850,327)",,,,1,A
5,1679224082339,"(850,327)",,,,1,N
5,1679224082419,"(850,327)",,,,1,D
5,1679224082558,"(850,327)",,,,1,Space
5,1679224082987,"(850,327)",,,,1,R
5,1679224083046,"(850,327)",,,,1,E
5,1679224083134,"(850,327)",,,,1,U
5,1679224083258,"(850,327)",,,,1,T
5,1679224083331,"(850,327)",,,,1,N
5,1679224083537,"(850,327)",,,,1,Space
4,1679224083942,"(851,327)",,,1,,
4,1679224084662,"(1297,273)",,,2,,
4,1679224084757,"(1297,272)",,,1,,
3,1679224084765,"(1297,272)",1,1,,,
4,1679224084960,"(1276,253)",,,2,,,MainWindow.centralwidget.keySequenceEdit.qt_keysequenceedit_lineedit,3,
3,1679224085077,"(1276,253)",1,1,,,,MainWindow.centralwidget.keySequenceEdit.qt_keysequenceedit_lineedit,3,
5,1679224085473,"(1276,253)",,,,1,V,MainWindow.centralwidget.keySequenceEdit.qt_keysequenceedit_lineedit,3,"Ctrl+V, ..."
4,1679224085582,"(1276,254)",,,1,,,MainWindow.centralwidget.keySequenceEdit.qt_keysequenceedit_lineedit,3,"Ctrl+V, ..."
4,1679224085671,"(1298,281)",,,2,,
3,1679224085789,"(1298,281)",1,1,,,
4,1679224085911,"(1299,281)",,,1,,
4,1679224086126,"(1375,440)",,,2,,,MainWindow.centralwidget.listWidget.qt_scrollarea_viewport,9,属性2
3,1679224086205,"(1375,440)",1,1,,,,MainWindow.centralwidget.listWidget.qt_scrollarea_viewport,9,属性2
4,1679224086350,"(1375,442)",,,1,,,MainWindow.centralwidget.listWidget.qt_scrollarea_viewport,9,属性2
4,1679224086516,"(1364,492)",,,2,,,MainWindow.centralwidget.listWidget.qt_scrollarea_viewport,9,
3,1679224086613,"(1364,492)",1,1,,,,MainWindow.centralwidget.listWidget.qt_scrollarea_viewport,9,
4,1679224086677,"(1364,493)",,,1,,,MainWindow.centralwidget.listWidget.qt_scrollarea_viewport,9,
4,1679224087594,"(959,300)",,,2,,
3,1679224087782,"(959,300)",1,1,,,
3,1679224087878,"(959,300)",2,1,,,
3,1679224087965,"(959,300)",1,1,,,
4,1679224088686,"(960,300)",,,1,,
5,1679224088785,"(998,394)",,,,1,C
4,1679224088871,"(1029,499)",,,2,,,MainWindow.centralwidget.listView.qt_scrollarea_viewport,9,
3,1679224089013,"(1029,499)",1,1,,,,MainWindow.centralwidget.listView.qt_scrollarea_viewport,9,
4,1679224089149,"(1028,497)",,,1,,,MainWindow.centralwidget.listView.qt_scrollarea_viewport,9,
4,1679224089481,"(855,336)",,,2,,
3,1679224089558,"(855,336)",1,1,,,
3,1679224089662,"(855,336)",2,1,,,
3,1679224089732,"(855,336)",1,1,,,
5,1679224090381,"(855,336)",,,,1,Return
5,1679224090559,"(855,336)",,,,1,V
4,1679224091175,"(857,335)",,,1,,
2,1679224092240
