事件类型,事件时间,坐标,鼠标点击类型,鼠标点击按键,鼠标移动类型,键盘点击类型,键盘点击键,组件名,组件类型,组件附加信息
4,1679228091082,"(1290,635)",,,2,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_tabbar,14,
4,1679228093513,"(1290,639)",,,1,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_tabbar,14,
4,1679228093634,"(1290,666)",,,2,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_stackedwidget.tab_2,14,
3,1679228093841,"(1290,666)",1,1,,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_stackedwidget.tab_2,14,
3,1679228094641,"(1290,666)",1,1,,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_stackedwidget.tab_2,14,
4,1679228094826,"(1288,666)",,,1,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_stackedwidget.tab_2,14,
4,1679228094946,"(1250,678)",,,2,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_stackedwidget.tab_2,14,
3,1679228095105,"(1250,678)",1,1,,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_stackedwidget.tab_2,14,
4,1679228096319,"(1250,677)",,,1,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_stackedwidget.tab_2,14,
4,1679228096762,"(1230,639)",,,2,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_tabbar,14,
3,1679228096961,"(1230,639)",1,1,,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_tabbar,14,
3,1679228098017,"(1230,639)",1,1,,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_tabbar,14,
4,1679228098123,"(1229,639)",,,1,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_tabbar,14,
4,1679228098123,"(1229,639)",,,2,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_tabbar,14,
4,1679228101313,"(1230,639)",,,1,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_tabbar,14,
4,1679228101786,"(1276,635)",,,2,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_tabbar,14,
3,1679228102409,"(1276,635)",1,1,,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_tabbar,14,
4,1679228102753,"(1274,635)",,,1,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_tabbar,14,
4,1679228103514,"(1209,635)",,,2,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_tabbar,14,
3,1679228104089,"(1209,635)",1,1,,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_tabbar,14,
4,1679228104482,"(1210,635)",,,1,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_tabbar,14,
4,1679228105138,"(1279,635)",,,2,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_tabbar,14,
3,1679228105329,"(1279,635)",1,1,,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_tabbar,14,
4,1679228105746,"(1280,635)",,,1,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_tabbar,14,
2,1679228108044
