事件类型,事件时间,坐标,鼠标点击类型,鼠标点击按键,鼠标移动类型,键盘点击类型,键盘点击键,组件名,组件类型,组件附加信息
1,1679224120787
4,1679224120868,"(702,763)",,,1,,,MainWindow.centralwidget.treeView.qt_scrollarea_viewport,10,
4,1679224121855,"(552,307)",,,2,,
3,1679224121989,"(552,307)",1,1,,,
3,1679224122092,"(552,307)",2,1,,,
3,1679224122148,"(552,307)",1,1,,,
5,1679224123007,"(552,307)",,,,1,C
4,1679224123093,"(551,307)",,,1,,
4,1679224123307,"(419,335)",,,2,,
3,1679224123428,"(419,335)",1,1,,,
5,1679224124233,"(419,335)",,,,1,V
4,1679224124455,"(421,335)",,,1,,
2,1679224126055
