事件类型,事件时间,坐标,鼠标点击类型,鼠标点击按键,鼠标移动类型,键盘点击类型,键盘点击键,组件名,组件类型,组件附加信息
3,1679228354514,"(987,636)",1,1,,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_stackedwidget.tab_2,14,Tab 2
4,1679228354668,"(986,636)",,,1,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_stackedwidget.tab_2,14,Tab 2
4,1679228354707,"(978,636)",,,2,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_stackedwidget.tab_2,14,Tab 2
3,1679228354842,"(978,636)",1,1,,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_stackedwidget.tab_2,14,Tab 2
4,1679228354946,"(977,636)",,,1,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_stackedwidget.tab_2,14,Tab 2
4,1679228354987,"(972,636)",,,2,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_stackedwidget.tab_2,14,Tab 2
3,1679228355122,"(972,636)",1,1,,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_stackedwidget.tab_2,14,Tab 2
4,1679228355292,"(971,636)",,,1,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_stackedwidget.tab_2,14,Tab 2
4,1679228355354,"(966,636)",,,2,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_stackedwidget.tab_2,14,Tab 2
3,1679228355466,"(966,636)",1,1,,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_stackedwidget.tab_2,14,Tab 2
4,1679228355578,"(967,636)",,,1,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_stackedwidget.tab_2,14,Tab 2
4,1679228355643,"(978,636)",,,2,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_stackedwidget.tab_2,14,Tab 2
3,1679228355746,"(978,636)",1,1,,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_stackedwidget.tab_2,14,Tab 2
4,1679228355807,"(977,636)",,,1,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_stackedwidget.tab_2,14,Tab 2
4,1679228355898,"(953,636)",,,2,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_stackedwidget.tab_2,14,Tab 2
3,1679228356017,"(953,636)",1,1,,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_stackedwidget.tab_2,14,Tab 2
4,1679228356077,"(954,636)",,,1,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_stackedwidget.tab_2,14,Tab 2
4,1679228356139,"(966,635)",,,2,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_stackedwidget.tab_2,14,Tab 2
3,1679228356217,"(966,635)",1,1,,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_stackedwidget.tab_2,14,Tab 2
4,1679228356275,"(965,635)",,,1,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_stackedwidget.tab_2,14,Tab 2
4,1679228356343,"(952,635)",,,2,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_stackedwidget.tab_2,14,Tab 2
3,1679228356458,"(952,635)",1,1,,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_stackedwidget.tab_2,14,Tab 2
4,1679228356515,"(953,635)",,,1,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_stackedwidget.tab_2,14,Tab 2
4,1679228356579,"(965,635)",,,2,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_stackedwidget.tab_2,14,Tab 2
3,1679228356657,"(965,635)",1,1,,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_stackedwidget.tab_2,14,Tab 2
4,1679228356699,"(964,634)",,,1,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_stackedwidget.tab_2,14,Tab 2
4,1679228356754,"(945,634)",,,2,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_stackedwidget.tab_2,14,Tab 2
3,1679228356874,"(945,634)",1,1,,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_stackedwidget.tab_2,14,Tab 2
4,1679228356920,"(950,635)",,,1,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_stackedwidget.tab_2,14,Tab 2
4,1679228356964,"(968,634)",,,2,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_stackedwidget.tab_2,14,Tab 2
3,1679228357042,"(968,634)",1,1,,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_stackedwidget.tab_2,14,Tab 2
4,1679228357119,"(965,634)",,,1,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_stackedwidget.tab_2,14,Tab 2
4,1679228357178,"(946,634)",,,2,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_stackedwidget.tab_2,14,Tab 2
3,1679228357257,"(946,634)",1,1,,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_stackedwidget.tab_2,14,Tab 2
4,1679228357306,"(948,634)",,,1,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_stackedwidget.tab_2,14,Tab 2
4,1679228357364,"(974,632)",,,2,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_stackedwidget.tab_2,14,Tab 2
3,1679228357433,"(974,632)",1,1,,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_stackedwidget.tab_2,14,Tab 2
4,1679228357483,"(973,632)",,,1,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_stackedwidget.tab_2,14,Tab 2
4,1679228357569,"(947,632)",,,2,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_stackedwidget.tab_2,14,Tab 2
3,1679228357649,"(947,632)",1,1,,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_stackedwidget.tab_2,14,Tab 2
4,1679228357691,"(948,632)",,,1,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_stackedwidget.tab_2,14,Tab 2
4,1679228357937,"(950,630)",,,2,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_stackedwidget.tab_2,14,Tab 2
3,1679228358050,"(950,630)",1,1,,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_stackedwidget.tab_2,14,Tab 2
4,1679228358098,"(951,630)",,,1,,,MainWindow.centralwidget.tabWidget.qt_tabwidget_stackedwidget.tab_2,14,Tab 2
2,1679228361820
