事件类型,事件时间,坐标,鼠标点击类型,鼠标点击按键,鼠标移动类型,键盘点击类型,键盘点击键,组件名,组件类型,组件附加信息
3,1679225430572,"(803,94)",1,1,,,,MainWindow.menubar.menu_2.action_2,13,帮助
4,1679225430600,"(803,94)",,,1,,,MainWindow.toolBar,-1,
4,1679225430602,"(803,94)",,,2,,,MainWindow.toolBar,-1,
4,1679225431469,"(804,96)",,,1,,,MainWindow.toolBar,-1,
4,1679225431636,"(808,98)",,,2,,,MainWindow.toolBar,-1,
4,1679225433798,"(806,98)",,,1,,,MainWindow.toolBar,-1,
4,1679225434460,"(845,65)",,,2,,,MainWindow.menubar,-1,
4,1679225435029,"(751,64)",,,1,,,MainWindow.menubar,-1,
4,1679225435082,"(750,72)",,,2,,,MainWindow.menubar,-1,
3,1679225435228,"(750,72)",1,1,,,,MainWindow.menubar,-1,
3,1679225436028,"(750,72)",1,1,,,,MainWindow.menubar,-1,
4,1679225436560,"(755,75)",,,1,,,MainWindow.menubar,-1,
4,1679225437911,"(899,221)",,,2,,,MainWindow.centralwidget,-1,
3,1679225438085,"(899,221)",1,1,,,,MainWindow.centralwidget,-1,
4,1679225438269,"(899,222)",,,1,,,MainWindow.centralwidget,-1,
4,1679225438862,"(1012,362)",,,2,,,MainWindow.centralwidget,-1,
3,1679225439028,"(1012,362)",1,1,,,,MainWindow.centralwidget,-1,
4,1679225439197,"(1013,362)",,,1,,,MainWindow.centralwidget,-1,
4,1679225439438,"(1052,384)",,,2,,,MainWindow.centralwidget,-1,
3,1679225439565,"(1052,384)",1,1,,,,MainWindow.centralwidget,-1,
4,1679225439701,"(1052,385)",,,1,,,MainWindow.centralwidget,-1,
4,1679225439998,"(1079,451)",,,2,,,MainWindow.centralwidget,-1,
3,1679225440117,"(1079,451)",1,1,,,,MainWindow.centralwidget,-1,
4,1679225440213,"(1077,451)",,,1,,,MainWindow.centralwidget,-1,
4,1679225440653,"(971,417)",,,2,,,MainWindow.centralwidget.calendarWidget.qt_calendar_navigationbar,6,周日 3月 19 2023
3,1679225440788,"(971,417)",1,1,,,,MainWindow.centralwidget.calendarWidget.qt_calendar_navigationbar,6,周日 3月 19 2023
4,1679225441173,"(972,417)",,,1,,,MainWindow.centralwidget.calendarWidget.qt_calendar_navigationbar,6,周日 3月 19 2023
4,1679225441671,"(955,472)",,,2,,,MainWindow.centralwidget.calendarWidget.qt_calendar_calendarview.qt_scrollarea_viewport,6,周日 3月 19 2023
3,1679225441821,"(955,472)",1,1,,,,MainWindow.centralwidget.calendarWidget.qt_calendar_calendarview.qt_scrollarea_viewport,6,周日 3月 19 2023
4,1679225441957,"(955,473)",,,1,,,MainWindow.centralwidget.calendarWidget.qt_calendar_calendarview.qt_scrollarea_viewport,6,周三 3月 1 2023
4,1679225442112,"(955,515)",,,2,,,MainWindow.centralwidget.calendarWidget.qt_calendar_calendarview.qt_scrollarea_viewport,6,周三 3月 1 2023
3,1679225442244,"(955,515)",1,1,,,,MainWindow.centralwidget.calendarWidget.qt_calendar_calendarview.qt_scrollarea_viewport,6,周三 3月 1 2023
4,1679225442295,"(955,517)",,,1,,,MainWindow.centralwidget.calendarWidget.qt_calendar_calendarview.qt_scrollarea_viewport,6,周三 3月 15 2023
4,1679225442598,"(965,616)",,,2,,,MainWindow.centralwidget.columnView.qt_scrollarea_viewport.<class_name=QListView>.qt_scrollarea_viewport,9,list1
3,1679225442733,"(965,616)",1,1,,,,MainWindow.centralwidget.columnView.qt_scrollarea_viewport.<class_name=QListView>.qt_scrollarea_viewport,9,list1
4,1679225442797,"(965,617)",,,1,,,MainWindow.centralwidget.columnView.qt_scrollarea_viewport.<class_name=QListView>.qt_scrollarea_viewport,9,list1
4,1679225443169,"(944,709)",,,2,,,MainWindow.centralwidget.columnView.qt_scrollarea_viewport.<class_name=QListView>.qt_scrollarea_viewport,9,
3,1679225443276,"(944,709)",1,1,,,,MainWindow.centralwidget.columnView.qt_scrollarea_viewport.<class_name=QListView>.qt_scrollarea_viewport,9,
4,1679225443333,"(945,709)",,,1,,,MainWindow.centralwidget.columnView.qt_scrollarea_viewport.<class_name=QListView>.qt_scrollarea_viewport,9,
4,1679225443679,"(896,646)",,,2,,,MainWindow.centralwidget.columnView.qt_scrollarea_viewport.<class_name=QListView>.qt_scrollarea_viewport,9,list3
3,1679225443797,"(896,646)",1,1,,,,MainWindow.centralwidget.columnView.qt_scrollarea_viewport.<class_name=QListView>.qt_scrollarea_viewport,9,list3
4,1679225443857,"(897,646)",,,1,,,MainWindow.centralwidget.columnView.qt_scrollarea_viewport.<class_name=QListView>.qt_scrollarea_viewport,9,list3
4,1679225444222,"(1145,669)",,,2,,,MainWindow.centralwidget.treeView.qt_scrollarea_viewport,10,
3,1679225444276,"(1145,669)",1,1,,,,MainWindow.centralwidget.treeView.qt_scrollarea_viewport,10,
4,1679225444431,"(1147,669)",,,1,,,MainWindow.centralwidget.treeView.qt_scrollarea_viewport,10,
4,1679225444685,"(1176,511)",,,2,,,MainWindow.centralwidget.listView.qt_scrollarea_viewport,9,
3,1679225444780,"(1176,511)",1,1,,,,MainWindow.centralwidget.listView.qt_scrollarea_viewport,9,
4,1679225444918,"(1178,513)",,,1,,,MainWindow.centralwidget.listView.qt_scrollarea_viewport,9,
4,1679225445205,"(1396,639)",,,2,,,MainWindow.centralwidget,-1,
3,1679225445309,"(1396,639)",1,1,,,,MainWindow.centralwidget,-1,
4,1679225445341,"(1398,639)",,,1,,,MainWindow.centralwidget,-1,
4,1679225445550,"(1528,653)",,,2,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,
3,1679225445685,"(1528,653)",1,1,,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,
4,1679225445856,"(1528,651)",,,1,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,
4,1679225445974,"(1508,635)",,,2,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,属性2
3,1679225446133,"(1508,635)",1,1,,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,属性2
4,1679225446334,"(1508,634)",,,1,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,属性2
4,1679225446438,"(1509,617)",,,2,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,属性1 
3,1679225446573,"(1509,617)",1,1,,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,属性1 
4,1679225446782,"(1508,617)",,,1,,,MainWindow.centralwidget.treeWidget.qt_scrollarea_viewport,10,属性1 
4,1679225446949,"(1418,557)",,,2,,,MainWindow.centralwidget,-1,
3,1679225447036,"(1418,557)",1,1,,,,MainWindow.centralwidget,-1,
4,1679225447150,"(1416,557)",,,1,,,MainWindow.centralwidget,-1,
4,1679225447277,"(1372,567)",,,2,,,MainWindow.centralwidget,-1,
3,1679225447397,"(1372,567)",1,1,,,,MainWindow.centralwidget,-1,
4,1679225447519,"(1372,566)",,,1,,,MainWindow.centralwidget,-1,
4,1679225447726,"(1380,507)",,,2,,,MainWindow.centralwidget,-1,
3,1679225447821,"(1380,507)",1,1,,,,MainWindow.centralwidget,-1,
4,1679225447862,"(1381,507)",,,1,,,MainWindow.centralwidget,-1,
4,1679225448102,"(1428,450)",,,2,,,MainWindow.centralwidget,-1,
3,1679225448196,"(1428,450)",1,1,,,,MainWindow.centralwidget,-1,
4,1679225448238,"(1428,449)",,,1,,,MainWindow.centralwidget,-1,
4,1679225450485,"(1117,413)",,,2,,,MainWindow.centralwidget,-1,
3,1679225450589,"(1117,413)",1,1,,,,MainWindow.centralwidget,-1,
4,1679225450846,"(1117,415)",,,1,,,MainWindow.centralwidget,-1,
4,1679225451229,"(1028,579)",,,2,,,MainWindow.centralwidget,-1,
4,1679225452765,"(1029,576)",,,1,,,MainWindow.centralwidget,-1,
4,1679225453025,"(1101,460)",,,2,,,MainWindow.centralwidget,-1,
4,1679225453933,"(1101,467)",,,1,,,MainWindow.centralwidget,-1,
4,1679225454070,"(1084,601)",,,2,,,MainWindow.centralwidget,-1,
4,1679225454774,"(1086,601)",,,1,,,MainWindow.centralwidget,-1,
4,1679225455237,"(1098,469)",,,2,,,MainWindow.centralwidget,-1,
3,1679225456605,"(1098,469)",1,1,,,,MainWindow.centralwidget,-1,
4,1679225457342,"(1100,463)",,,1,,,MainWindow.centralwidget,-1,
4,1679225457498,"(1122,344)",,,2,,,MainWindow.centralwidget,-1,
4,1679225459845,"(1122,345)",,,1,,,MainWindow.centralwidget,-1,
4,1679225460002,"(1082,442)",,,2,,,MainWindow.centralwidget,-1,
4,1679225462141,"(1080,438)",,,1,,,MainWindow.centralwidget,-1,
4,1679225462215,"(1069,401)",,,2,,,MainWindow.centralwidget,-1,
3,1679225462941,"(1069,401)",1,1,,,,MainWindow.centralwidget,-1,
4,1679225463591,"(1069,405)",,,1,,,MainWindow.centralwidget,-1,
4,1679225463745,"(1074,496)",,,2,,,MainWindow.centralwidget,-1,
4,1679225465230,"(1074,497)",,,1,,,MainWindow.centralwidget,-1,
4,1679225465366,"(1063,581)",,,2,,,MainWindow.centralwidget,-1,
4,1679225467022,"(1069,573)",,,1,,,MainWindow.centralwidget,-1,
4,1679225467885,"(1098,481)",,,2,,,MainWindow.centralwidget,-1,
3,1679225468006,"(1098,481)",1,1,,,,MainWindow.centralwidget,-1,
3,1679225468182,"(1098,481)",2,1,,,,MainWindow.centralwidget,-1,
3,1679225468213,"(1098,481)",1,1,,,,MainWindow.centralwidget,-1,
3,1679225468397,"(1098,481)",1,1,,,,MainWindow.centralwidget,-1,
3,1679225468535,"(1098,481)",2,1,,,,MainWindow.centralwidget,-1,
3,1679225468582,"(1098,481)",1,1,,,,MainWindow.centralwidget,-1,
3,1679225468758,"(1098,481)",1,1,,,,MainWindow.centralwidget,-1,
4,1679225468855,"(1098,479)",,,1,,,MainWindow.centralwidget,-1,
4,1679225474080,"(1060,507)",,,2,,,MainWindow.centralwidget,-1,
4,1679225474711,"(1061,507)",,,1,,,MainWindow.centralwidget,-1,
4,1679225474912,"(1125,496)",,,2,,,MainWindow.centralwidget.listView.qt_scrollarea_viewport,9,
4,1679225475983,"(1127,496)",,,1,,,MainWindow.centralwidget.listView.qt_scrollarea_viewport,9,
4,1679225476130,"(1270,512)",,,2,,,MainWindow.centralwidget.listView.qt_scrollarea_viewport,9,
3,1679225476287,"(1270,512)",1,1,,,,MainWindow.centralwidget.listView.qt_scrollarea_viewport,9,
4,1679225477599,"(1271,512)",,,1,,,MainWindow.centralwidget.listView.qt_scrollarea_viewport,9,
4,1679225481432,"(1209,659)",,,2,,,MainWindow.centralwidget.treeView.qt_scrollarea_viewport,10,
4,1679225481983,"(1210,659)",,,1,,,MainWindow.centralwidget.treeView.qt_scrollarea_viewport,10,
4,1679225482089,"(1260,688)",,,2,,,MainWindow.centralwidget.treeView.qt_scrollarea_viewport,10,
3,1679225483540,"(1260,688)",1,1,,,,MainWindow.centralwidget.treeView.qt_scrollarea_viewport,10,
4,1679225484671,"(1263,688)",,,1,,,MainWindow.centralwidget.treeView.qt_scrollarea_viewport,10,
2,1679225486018
